	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	symbols
ENSG00000140948	0.7858526890236717	7.915532871681722	2.154326475530153	0.2925668658482927	18.670193	25.0	ZCCHC14
ENSG00000140950	0.7563937264270826	7.901236057993956	2.523002454852982	0.2627260873709442	6.8291206	25.0	MEAK7
ENSG00000140955	0.2981411629412316	4.847864851618596	11.506188692199206	0.2077722198071017	2.339198	22.63492063492064	ADAD2
ENSG00000140961	0.7384273144416665	7.680741799321392	2.7586972016640203	0.2509739437536633	9.714186	24.984126984126984	OSGIN1
ENSG00000140968	0.706059823391244	7.971328520041163	3.3229015604479826	0.2386666998849593	11.197087	24.904761904761905	IRF8
ENSG00000140983	0.8701014065648175	8.509794804940105	1.2616253267063815	0.4704721002151026	225.10857	25.0	RHOT2
ENSG00000140986	0.1232970732242817	2.6258305815479863	18.830986177170463	0.1999091677706055	7.556415	17.555555555555557	RPL3L
ENSG00000140987	0.7042379165017069	7.606844258294868	3.207214670480921	0.2453161142440316	3.074392	24.984126984126984	ZSCAN32
ENSG00000140988	0.9185227909782846	9.189879097865235	0.8586142320228992	0.6198974929406559	1353.4329	25.0	RPS2
ENSG00000140990	0.8255461535479461	7.90568165727023	1.6388152228383697	0.3911190280243956	78.14351	25.0	NDUFB10
ENSG00000140992	0.7972576002662547	7.971680349000568	1.9767933187969495	0.3128092582917497	20.518171	25.0	PDPK1
ENSG00000140993	0.5614075596838923	7.0211578473311	5.412906801351991	0.2197907981309376	2.6094644	24.015873015873016	TIGD7
ENSG00000140995	0.8207821312815958	7.89795609879016	1.7542858692880638	0.3476344018185228	49.79019	25.0	DEF8
ENSG00000141002	0.8738514114214639	8.730324367638362	1.2479318594791533	0.4953715939008014	288.73795	25.0	TCF25
ENSG00000141012	0.7966354963099822	7.774075271446561	1.9845107751209017	0.3146589773649449	26.747149	24.984126984126984	GALNS
ENSG00000141013	0.7776058705904381	7.821949627281062	2.199034556264717	0.3013067202073951	23.64877	25.0	GAS8
ENSG00000141026	0.6230106008978008	7.276944713729903	4.442457073153413	0.2412826016770732	1.5813543	24.952380952380956	MED9
ENSG00000141027	0.8481206426877935	8.226432667167973	1.473245814732954	0.3999648498127032	115.67287	24.984126984126984	NCOR1
ENSG00000141028	0.0319208745131629	1.0751267274208751	30.548082571055232	0.1810456294832262	0.13646035	3.412698412698413	CDRT15P1
ENSG00000141030	0.8430919298476941	8.509891614489066	1.6496440683599165	0.3606467302605954	68.56763	24.984126984126984	COPS3
ENSG00000141034	0.7745171495535086	7.733970831689506	2.323095386711326	0.2706463547858871	12.196536	25.0	GID4
ENSG00000141040	0.6921563980730749	7.7289088905063	3.4067378866634006	0.2307646329201068	3.64172	24.904761904761905	ZNF287
ENSG00000141052	0.446213168798286	6.183112349027257	7.719467480709811	0.2232674562084894	5.6352887	22.873015873015877	MYOCD
ENSG00000141068	0.8011805769943301	8.446516290303741	2.013356616373871	0.327341108936896	36.678654	24.984126984126984	KSR1
ENSG00000141076	0.842027715134724	8.333642063898456	1.6211197083828102	0.3679770273769369	61.367706	25.0	UTP4
ENSG00000141084	0.8011745886221862	7.94464733315828	2.032940020934179	0.3242168846502637	21.236034	25.0	RANBP10
ENSG00000141086	0.5755411342626445	7.098672369082291	5.075518379567379	0.2276415183959459	11.422206	24.96825396825397	CTRL
ENSG00000141096	0.1010485316143075	2.3252299705888984	20.734514273494995	0.1905977694447728	1.3414773	19.0	DPEP3
ENSG00000141098	0.7325565823568491	7.646152560759227	2.7273680394494004	0.2551944875547483	5.1034865	25.0	GFOD2
ENSG00000141101	0.8091071034136056	7.997187732151529	1.7977867142764004	0.3428952849735339	41.72856	25.0	NOB1
ENSG00000141127	0.8114975891573405	8.142058798906168	1.8966723935977357	0.3114500779551398	29.422035	24.984126984126984	PRPSAP2
ENSG00000141161	0.1473379183196267	2.948096805751147	16.64629550022195	0.1973209794622389	5.6617417	19.96825396825397	UNC45B
ENSG00000141179	0.7771204181510177	7.627936129028732	2.188966786458168	0.280395299355609	12.292065	24.984126984126984	PCTP
ENSG00000141194	0.0055771089112893	0.150812697648314	29.011545472878744	0.1702438951767683	0.00037392945	0.1269841269841269	OR4D1
ENSG00000141198	0.799404606377516	8.02138761943249	2.0523045762013528	0.3357872799768185	46.013218	24.936507936507937	TOM1L1
ENSG00000141200	0.0085190321008847	0.2906730926887849	32.711097079114374	0.1837103695165977	0.0037035844	0.1111111111111111	KIF2B
ENSG00000141219	0.7331671806000755	7.612570961980646	2.6760765120355723	0.2606913226938833	5.228663	24.952380952380956	C17orf80
ENSG00000141232	0.6716941871886266	7.5387710720693395	3.569083643797385	0.2500299795729764	4.0138884	24.952380952380956	TOB1
ENSG00000141252	0.8125456204120135	8.357353256099726	1.9110319361075103	0.3237619017492453	29.595139	25.0	VPS53
ENSG00000141255	0.2341249069356636	4.214580222394751	13.751620184403146	0.2114495537496642	2.318535	20.365079365079364	SPATA22
ENSG00000141258	0.8460072766864861	7.911086656252242	1.4329084762943105	0.3962199509844183	132.81003	25.0	SGSM2
ENSG00000141279	0.8571994291959809	7.490970894535433	1.2456796183863132	0.4338824504807097	169.21178	25.0	NPEPPS
ENSG00000141293	0.5936807515939112	6.926535091731774	5.028955452111469	0.2292662002778921	8.167319	24.26984126984127	SKAP1
ENSG00000141294	0.3522644959223008	5.477314845105924	9.83694231030202	0.21683554259763	5.4769998	24.52380952380953	LRRC46
ENSG00000141295	0.8077745394426286	7.841185573635398	1.8267980615163424	0.3511570386892003	51.307514	25.0	SCRN2
ENSG00000141298	0.7747501254251962	7.787288920628737	2.2549614822765247	0.2783846709770267	10.990233	24.984126984126984	SSH2
ENSG00000141314	0.3325791756261442	5.177343371450298	10.13147521657385	0.2021801303864641	2.3129697	22.96825396825397	RHBDL3
ENSG00000141316	0.0271300080563388	0.9073968129313996	30.73969669275793	0.1771186172167402	0.8258808	9.936507936507937	SPACA3
ENSG00000141337	0.7176534052334465	7.455603998090655	2.8091474451751264	0.2616987734549019	5.6573443	24.96825396825397	ARSG
ENSG00000141338	0.827247080532342	8.0800952967198	1.710517759964328	0.3880507713553024	114.44371	25.0	ABCA8
ENSG00000141349	0.8056035221964242	8.062097508984579	1.8757187902943928	0.3338551457175299	34.331257	24.984126984126984	G6PC3
ENSG00000141367	0.8710562591498625	8.25089054407696	1.2027260875739594	0.4888875114647866	284.16498	24.984126984126984	CLTC
ENSG00000141371	0.0224749450931739	0.6956093406555881	29.60133168185888	0.177783741450179	1.0023297	12.682539682539682	CHCT1
ENSG00000141376	0.8144103724233722	8.417337084890578	1.847482272438189	0.3558922977852342	38.359486	24.984126984126984	BCAS3
ENSG00000141378	0.7177632731789867	7.836027758488743	3.1394252589108564	0.2394068885817531	2.6870155	24.96825396825397	PTRH2
ENSG00000141380	0.8267508017806249	7.774673611659998	1.6952045270316949	0.3191190173266052	38.158463	24.984126984126984	SS18
ENSG00000141384	0.7010001501333737	7.616570966201928	3.266209635862382	0.2352764979993588	4.698483	24.857142857142858	TAF4B
ENSG00000141385	0.8210339568620977	7.995417669573003	1.6702998997564316	0.3752459033786875	72.05876	24.984126984126984	AFG3L2
ENSG00000141391	0.6367128815434663	7.425753261980659	4.102014788965028	0.2345442680602121	5.238932	24.77777777777778	PRELID3A
ENSG00000141401	0.8127173807669349	7.9768536796071	1.8004135197324862	0.3287667923472204	66.73602	24.984126984126984	IMPA2
ENSG00000141404	0.6891028821927698	7.734276612253483	3.4943669884497472	0.243347773781254	7.0211287	24.77777777777778	GNAL
ENSG00000141424	0.8062885925340149	7.899298024578261	1.9424927492991657	0.3314008921036273	34.68058	24.96825396825397	SLC39A6
ENSG00000141425	0.8065355857311081	7.946243275306933	1.9991990662716013	0.3114451009828119	25.652866	25.0	RPRD1A
ENSG00000141428	0.77839386363282	7.74082199182665	2.186844581102958	0.2887556812635189	10.5517845	24.984126984126984	C18orf21
ENSG00000141429	0.8034229392891749	7.967284234354579	1.9412807564834769	0.3228416208159941	36.526176	24.984126984126984	GALNT1
ENSG00000141431	0.3525560815604716	5.428861085150743	10.089686496948593	0.2051576319598178	1.0463313	22.746031746031747	ASXL3
ENSG00000141433	0.1504141650573382	3.1284393057107738	18.10401307652628	0.1855132160529424	0.6941613	17.58730158730159	ADCYAP1
ENSG00000141434	0.0686416879352603	1.7345624251185991	22.986901622542813	0.1845962685238077	3.4201946	12.46031746031746	MEP1B
ENSG00000141441	0.6995018649412419	7.596320541464026	3.281906645837732	0.2305666235027375	3.64125	24.65079365079365	GAREM1
ENSG00000141446	0.7785884302649848	7.814098526934372	2.33237891027604	0.2836440601254331	9.64281	24.96825396825397	ESCO1
ENSG00000141447	0.8406913118202477	7.998973484552009	1.5754529024595922	0.3577978811698469	77.249794	24.984126984126984	OSBPL1A
ENSG00000141448	0.5841169856824581	7.07139788700549	5.049866195890358	0.2475471154185135	15.858228	23.17460317460317	GATA6
ENSG00000141449	0.522809143599784	6.814023096771875	6.202930447607158	0.2319070095120449	4.5210667	23.746031746031747	GREB1L
ENSG00000141452	0.8339357884431715	8.4401385948245	1.7045700261761307	0.3477588141977716	54.80826	24.984126984126984	RMC1
ENSG00000141456	0.834202569586463	8.009107791292651	1.647336778214282	0.3975018474710089	72.69719	24.984126984126984	PELP1
ENSG00000141458	0.8246677925679221	8.098685124644364	1.7650475004367248	0.3352601669358885	64.340775	24.984126984126984	NPC1
ENSG00000141469	0.4782106941130977	6.6325629001123145	7.117844232766145	0.2272780261860735	9.498851	24.285714285714285	SLC14A1
ENSG00000141480	0.8286725459708938	7.757001666449715	1.6335293326058276	0.4011982519541165	113.282295	24.984126984126984	ARRB2
ENSG00000141485	0.2290900592084104	4.002875414843852	13.241298075962488	0.1820673664686009	14.105937	17.49206349206349	SLC13A5
ENSG00000141497	0.6996260171823433	7.38081171720519	3.189990032898294	0.2433306270471656	7.489157	24.952380952380956	ZMYND15
ENSG00000141499	0.7823538674588938	8.258466369153783	2.3063089132001435	0.2864887861308207	10.600666	24.984126984126984	WRAP53
ENSG00000141503	0.8722666359495933	8.273760510212155	1.207736188339617	0.4762453383355524	283.78036	24.984126984126984	MINK1
ENSG00000141504	0.8401704706654123	8.002281433498966	1.539071653347749	0.4339734989677711	109.13031	25.0	SAT2
ENSG00000141505	0.5656398387526551	6.885827854080042	5.242333907952672	0.2394004863540357	56.304035	24.952380952380956	ASGR1
ENSG00000141506	0.6881823699489332	7.638268454800713	3.5196661744501143	0.2625787319595233	10.77463	24.92063492063492	PIK3R5
ENSG00000141510	0.8102357988205515	8.131835561012299	1.937759377017511	0.3139376940719712	27.179277	24.984126984126984	TP53
ENSG00000141519	0.7231688782180703	7.823136098939788	3.077169620739156	0.2577812268532071	10.839653	24.904761904761905	CCDC40
ENSG00000141522	0.8765688437876596	8.581911571065103	1.1866971761819107	0.5100637877742512	295.04266	25.0	ARHGDIA
ENSG00000141524	0.8231556927374007	7.855904189746901	1.6325513100218447	0.3784848263382824	81.33243	24.984126984126984	TMC6
ENSG00000141526	0.7924191874248997	8.239355880616667	2.1676452995643687	0.2860265582560598	24.353733	24.984126984126984	SLC16A3
ENSG00000141527	0.4664694839509807	6.382626817926568	7.24534129113529	0.2295608116559735	9.728011	24.41269841269841	CARD14
ENSG00000141540	0.7706173515210515	7.7958052014263135	2.338749780432956	0.2582373334684326	17.693787	24.96825396825397	TTYH2
ENSG00000141542	0.7643398597198201	7.897297521396735	2.354915483164182	0.2745851570883971	19.054546	24.952380952380956	RAB40B
ENSG00000141543	0.8545154961225438	8.162674550029058	1.4077616388951286	0.422252213487189	126.05558	24.984126984126984	EIF4A3
ENSG00000141551	0.8413901125827838	7.7025615633531315	1.4563649639964278	0.4132512166911581	119.37097	24.984126984126984	CSNK1D
ENSG00000141552	0.8390903354400292	7.955860475291223	1.576036280679371	0.3314183026087843	57.328823	24.984126984126984	ANAPC11
ENSG00000141556	0.8646186885722689	8.092396944137427	1.254133413126508	0.4770681107042454	209.23222	25.0	TBCD
ENSG00000141560	0.7943780487837981	7.861682683162903	2.0338850507526183	0.2896485131068466	19.56053	24.984126984126984	FN3KRP
ENSG00000141562	0.8248712005811745	7.432860527946855	1.5473271363860472	0.3781666445274951	82.48892	24.984126984126984	NARF
ENSG00000141564	0.8053628617725426	7.998984347293179	1.8723471684261968	0.3462513296519695	41.19264	24.984126984126984	RPTOR
ENSG00000141568	0.8012508089309086	7.904540146062529	1.9766360986729772	0.31484318219376	24.259523	24.984126984126984	FOXK2
ENSG00000141569	0.7546645826565606	7.6408593689944	2.474652023002095	0.2644283145501982	7.924678	24.984126984126984	TRIM65
ENSG00000141570	0.6716987174591302	7.667440355993979	3.746681348429366	0.2452263793759899	2.8535311	24.96825396825397	CBX8
ENSG00000141574	0.6389610213425388	7.363555843073336	4.252329454022387	0.251085137453555	12.389355	24.63492063492064	SECTM1
ENSG00000141576	0.6860443767337566	7.624284777282988	3.407798568326964	0.2578381948731847	20.15302	24.92063492063492	RNF157
ENSG00000141577	0.805428467498402	7.897267303237133	1.9858928849452344	0.3303900204633511	29.632324	24.984126984126984	CEP131
ENSG00000141579	0.1752682189704869	3.240940276843962	15.25205066938168	0.1980048498570752	4.652229	14.047619047619047	ZNF750
ENSG00000141580	0.8352093937902055	8.4113166242597	1.581316088710583	0.3766726495090966	83.45188	25.0	WDR45B
ENSG00000141582	0.7564992050722944	7.849039247808351	2.604059617331884	0.2517175121180114	6.937827	25.0	CBX4
ENSG00000141622	0.2559184484973534	4.322428383493263	12.440869299025406	0.2050039916598532	0.7490292	21.714285714285715	ARK2C
ENSG00000141627	0.8216639917576053	7.966425622271814	1.6687264205901586	0.3516910596081345	45.46159	24.984126984126984	DYM
ENSG00000141639	0.4848920531114827	6.534212202422861	6.889369624655264	0.224728734944558	4.9865446	23.46031746031746	MAPK4
ENSG00000141642	0.7020496564428398	7.699182869966224	3.189355163410974	0.2357640800519737	2.7108274	24.96825396825397	ELAC1
ENSG00000141644	0.8391362875160849	7.786210949780703	1.519441969600224	0.393462139372206	94.39194	25.0	MBD1
ENSG00000141646	0.8254478265683416	7.877580804838946	1.682073962462802	0.3198079604842581	39.700733	24.96825396825397	SMAD4
ENSG00000141655	0.4253570899797656	6.311681802628267	8.640607743103654	0.2302218997900915	2.775663	23.63492063492064	TNFRSF11A
ENSG00000141664	0.7763882765381527	7.7358558685131635	2.162377599211239	0.2927169464925297	14.254513	25.0	ZCCHC2
ENSG00000141665	0.4011980259755847	5.784315347368474	8.55761978280556	0.2150886224293028	1.9705011	23.761904761904763	FBXO15
ENSG00000141668	0.0973938103972492	2.2452042863891744	20.939433106070585	0.179093256218683	0.6099465	12.634920634920634	CBLN2
ENSG00000141682	0.1607397284995767	3.2043479016299097	16.755305512584712	0.2035336197541562	0.63622594	21.07936507936508	PMAIP1
ENSG00000141696	0.7757069802864993	7.968811606772482	2.2921370013765245	0.2898192773275906	18.171593	24.96825396825397	P3H4
ENSG00000141698	0.8240329946301108	8.222473253738777	1.6858096630309494	0.3629345469356663	61.784817	24.984126984126984	NT5C3B
ENSG00000141699	0.7833627657276726	7.812703804139117	2.160235055325336	0.2888040954250032	16.36879	24.96825396825397	RETREG3
ENSG00000141736	0.8538247694426259	7.980664617226778	1.3806844423607176	0.431174287763267	203.03638	24.984126984126984	ERBB2
ENSG00000141738	0.6240131864327323	7.109885532749685	4.243816066883721	0.2672511610096494	39.533073	24.46031746031746	GRB7
ENSG00000141741	0.8050336816291495	7.77817845399211	1.8731969538461013	0.3279748873315424	29.8572	24.984126984126984	MIEN1
ENSG00000141744	0.4754991558073205	6.595474437385036	7.149753151028452	0.2332547365916184	5.246062	23.825396825396822	PNMT
ENSG00000141748	0.0200656389997593	0.6560766962208611	33.871569043064845	0.1937269944065699	0.047006097	8.793650793650794	ARL5C
ENSG00000141750	0.4782619113878654	6.340592698638394	6.8762625983827	0.2194778738161089	32.68082	23.41269841269841	STAC2
ENSG00000141753	0.8562027867678271	8.282735348175107	1.2938902591183754	0.4621793474123493	317.87863	25.0	IGFBP4
ENSG00000141756	0.8076205140733244	7.797105031238002	1.8732141427304552	0.3327396811459848	53.313984	24.96825396825397	FKBP10
ENSG00000141759	0.8012504627978067	8.104475714346988	1.9866797366251792	0.3403782123998842	36.15314	24.984126984126984	TXNL4A
ENSG00000141837	0.5644568381507249	6.892960801977925	5.442208052272838	0.2267623239935875	44.372185	24.0	CACNA1A
ENSG00000141854	0.6935032844744748	7.750467057368857	3.4441579167592584	0.2433517262940441	7.5034966	24.96825396825397	MISP3
ENSG00000141858	0.8062671184740638	8.02620584294316	1.954962470413876	0.3094637761162175	23.780642	24.984126984126984	SAMD1
ENSG00000141867	0.8303508191474536	8.097058549777099	1.6398785974178076	0.3705196272655558	73.710045	24.984126984126984	BRD4
ENSG00000141873	0.7565447491521772	8.00642476292467	2.6274764327445133	0.2664422511378386	6.132568	24.984126984126984	SLC39A3
ENSG00000141905	0.8326709152985168	8.067706087916612	1.67131259049455	0.3751333784471407	56.173374	24.984126984126984	NFIC
ENSG00000141933	0.704431266095343	7.766842564830671	3.323567010807729	0.2389603995521874	3.5592728	24.984126984126984	TPGS1
ENSG00000141934	0.7123461612547919	7.522012916105487	2.9414782202329763	0.2709998562081345	21.50105	24.793650793650794	PLPP2
ENSG00000141946	0.0046330780092661	0.1468906841453708	28.08823773218738	0.1766710361337034	1.00000025e-05	0.0	ZIM3
ENSG00000141956	0.7680941146954428	7.8416836772810115	2.355466507277172	0.2646137058776568	12.043437	24.984126984126984	PRDM15
ENSG00000141959	0.8865914752156263	8.655515115186134	1.1506806066683013	0.5119224607381713	361.8216	25.0	PFKL
ENSG00000141965	0.0113116116251343	0.3815904928675335	32.504432409596475	0.1777308970690936	0.042429164	6.9523809523809526	FEM1A
ENSG00000141968	0.7634538787898814	7.867140883777404	2.455535372398153	0.2820971281693159	21.756977	24.96825396825397	VAV1
ENSG00000141971	0.8130551863495765	7.460739451087799	1.6378433112355764	0.3573593397693715	51.96459	25.0	MVB12A
ENSG00000141977	0.0126299967865174	0.4191132429327529	31.92830082501577	0.1829243262881961	0.01677444	2.9682539682539684	CIB3
ENSG00000141985	0.8271188955140897	7.8525617867750945	1.6406156174025788	0.3531073907884747	79.98504	24.984126984126984	SH3GL1
ENSG00000141994	0.8117844558730174	7.7644439379356305	1.7940251238397464	0.3461716925101564	40.8361	24.984126984126984	DUS3L
ENSG00000142002	0.8381567616684771	8.312956109660346	1.6391507157914174	0.3653145066819959	69.67458	24.984126984126984	DPP9
ENSG00000142025	0.0161939153032113	0.5572835756947955	31.58511986984922	0.1855107239660433	0.58832145	4.142857142857143	DMRTC2
ENSG00000142039	0.7781132224118926	7.978972185035913	2.27432641357941	0.2453533162212283	7.547059	24.984126984126984	CCDC97
ENSG00000142046	0.7625998441070035	7.746551378445776	2.478656787867872	0.2634635142204505	13.067208	24.984126984126984	TMEM91
ENSG00000142065	0.503970664022974	6.896015710041698	6.600483540112318	0.2293934955331052	1.1415573	24.873015873015877	ZFP14
ENSG00000142082	0.8014213743881117	8.189632621605005	2.00861873088128	0.3184913727014589	26.95062	25.0	SIRT3
ENSG00000142089	0.8686081856501559	8.188277268907704	1.17943067554126	0.4644745078920489	300.0096	25.0	IFITM3
ENSG00000142102	0.8425282416715886	7.937835500460631	1.4560340287787308	0.3606497259395766	188.1887	25.0	PGGHG
ENSG00000142149	0.4171684762427221	5.917932322388003	8.264507579740888	0.2121032561727412	1.9425027	23.09523809523809	HUNK
ENSG00000142156	0.8929625662116286	8.687558588549011	0.9921687291430022	0.600678381589798	1366.7303	24.984126984126984	COL6A1
ENSG00000142166	0.807488447199686	7.503822520119981	1.8280128745253537	0.3233031037028265	31.730827	24.984126984126984	IFNAR1
ENSG00000142168	0.8653002962837568	8.11445757519594	1.2408233982428143	0.51007787659948	337.38058	24.984126984126984	SOD1
ENSG00000142173	0.9093518199452152	8.654726139939994	0.8979392743644384	0.583701808974303	1707.9358	24.984126984126984	COL6A2
ENSG00000142178	0.8213142217888881	7.816007073227603	1.7579842412473508	0.3616813676811289	104.69856	24.984126984126984	SIK1
ENSG00000142182	0.040180869228629	1.194684325078446	28.26276379763392	0.1847332471352227	0.4696491	3.8253968253968256	DNMT3L
ENSG00000142185	0.7338812028132453	7.411081159923472	2.6171145618253253	0.2673709899255052	13.594147	24.984126984126984	TRPM2
ENSG00000142186	0.8635700931931871	8.25309275674006	1.320924478853316	0.4383080656680179	164.27837	25.0	SCYL1
ENSG00000142188	0.8366404784747872	8.52665812506649	1.6815136819167666	0.3592009436421796	73.971535	24.984126984126984	TMEM50B
ENSG00000142192	0.8971899725450161	8.591642785672306	1.0216003705143326	0.5822253597329374	924.57056	25.0	APP
ENSG00000142197	0.7965938145289889	7.88782084734154	1.901760993948605	0.3064514817214618	29.789316	24.984126984126984	DOP1B
ENSG00000142207	0.806881766032919	7.833074444492155	1.9291691378416589	0.3285491984418854	36.834255	24.984126984126984	URB1
ENSG00000142208	0.8642506179754302	8.284068339359017	1.3494661864520574	0.455642993247507	180.75253	25.0	AKT1
ENSG00000142224	0.0328945164872435	1.0635318449110076	30.3297543124596	0.1846181278398973	0.17224503	6.825396825396825	IL19
ENSG00000142227	0.8298783827358115	7.955041537184969	1.6298065348211217	0.3629284283800648	75.61845	24.984126984126984	EMP3
ENSG00000142230	0.8269571565420593	8.23396822983203	1.7054949908730632	0.3616980013472159	65.83249	24.984126984126984	SAE1
ENSG00000142233	0.3900952071514677	5.7156776202806565	8.995756072197144	0.2173194910290477	1.6217942	23.396825396825395	NTN5
ENSG00000142235	0.5841733797165283	7.175027960630106	5.024942247029482	0.2472978670098632	11.454688	24.63492063492064	LMTK3
ENSG00000142252	0.7131747159543415	7.672951443535759	2.982367191817469	0.2360425732421229	3.1350245	24.96825396825397	GEMIN7
ENSG00000142273	0.4319440460250564	6.001485023035325	7.965631432748196	0.2358742994228166	21.93989	21.55555555555556	CBLC
ENSG00000142279	0.7645802608518261	7.662816770597958	2.2611548516738345	0.2854776845706028	23.890106	24.92063492063492	WTIP
ENSG00000142303	0.8103004702527621	8.282560127830756	1.9116974984172177	0.3205203105297929	49.531456	24.984126984126984	ADAMTS10
ENSG00000142319	0.1049215088838276	2.501189979297384	20.893875499645237	0.2026374902662593	1.6829697	16.285714285714285	SLC6A3
ENSG00000142327	0.8299445468434995	7.7019726091277345	1.5720082819242018	0.3784280709358945	78.42429	25.0	RNPEPL1
ENSG00000142330	0.813226284624665	8.18289553490974	1.884640486057484	0.322393234852638	33.77171	25.0	CAPN10
ENSG00000142347	0.8086479353218128	7.753594057218945	1.8699145346214583	0.3181224161245897	55.595165	24.984126984126984	MYO1F
ENSG00000142396	0.7430604351394956	7.393521514352443	2.609088882241796	0.2513503586595068	4.364268	24.984126984126984	ERVK3-1
ENSG00000142405	0.0774838020224967	1.9138624433275653	21.937868886369387	0.1949735911187465	1.0320688	19.19047619047619	NLRP12
ENSG00000142408	0.1007532327210441	2.247933977340145	19.943835436800047	0.1848700427883712	0.35273677	7.476190476190476	CACNG8
ENSG00000142409	0.7627202643011146	8.037873529205305	2.428167356932384	0.2603536804694127	7.1376877	24.984126984126984	ZNF787
ENSG00000142444	0.2517273806437007	4.479721690699636	13.528278007751044	0.2141174603144143	0.66301936	23.746031746031747	TIMM29
ENSG00000142449	0.3725551327904259	5.489754713132505	9.32823534478306	0.2150232605023633	5.463808	20.38095238095238	FBN3
ENSG00000142453	0.8336553482417468	8.056002126839322	1.6571463857314503	0.3506020793983534	65.47862	24.984126984126984	CARM1
ENSG00000142459	0.8003671649910793	7.679427827041741	1.868372454230784	0.31591777104061	39.471046	24.984126984126984	EVI5L
ENSG00000142484	0.1245306305134304	2.538683353429825	18.755134403440856	0.1797586563747026	6.868347	8.587301587301587	TM4SF5
ENSG00000142494	0.716010651743253	7.65230418108251	3.0741844205543787	0.2712283664420297	39.97588	24.873015873015877	SLC47A1
ENSG00000142507	0.8478566610720832	8.120833599141314	1.4763330807557828	0.4105977843439267	100.26288	25.0	PSMB6
ENSG00000142511	0.0058085641060095	0.156135863561315	27.05576920674459	0.1901275733105261	1.00000025e-05	0.0	GPR32
ENSG00000142512	0.5294096776960338	6.898381144125247	6.149855121608247	0.2396455319820643	6.744706	24.61904761904762	SIGLEC10
ENSG00000142513	0.0364049212370986	1.0538353088242305	28.549346980492853	0.1767439693093968	0.17801473	5.825396825396825	ACP4
ENSG00000142515	0.0854823869387911	2.1116698277344086	22.716390376919783	0.2004117082545365	257.58197	15.015873015873016	KLK3
ENSG00000142528	0.6248266795420423	7.53878241002431	4.509901920803739	0.2281229041326607	2.1938334	24.857142857142858	ZNF473
ENSG00000142530	0.5322028820173662	6.893474616846834	6.192868636420654	0.2313431210632187	3.3866315	24.746031746031747	GARIN5A
ENSG00000142534	0.9187023185851384	8.993253055276842	0.7865250619944811	0.645179008430998	1880.8525	25.0	RPS11
ENSG00000142538	0.0092135744561898	0.2734797923810141	32.70203936059032	0.1783248171282285	0.018990166	2.2222222222222223	PTH2
ENSG00000142541	0.9351613019908036	9.093643521900129	0.6177359371884877	0.6981385193688865	3998.6099	24.984126984126984	RPL13A
ENSG00000142544	0.5015803944098973	6.571967316827694	6.512363940008783	0.2236200195526012	1.1574239	24.746031746031747	CTU1
ENSG00000142546	0.8407174788419094	8.11989228582304	1.5755437184918029	0.3753584771298828	82.25423	24.984126984126984	NOSIP
ENSG00000142549	0.2077697474238709	3.719967288738573	13.947342887701351	0.2012191077568388	2.1266246	18.349206349206348	IGLON5
ENSG00000142552	0.7964669080966141	7.492550941993085	1.8725864912718893	0.3020356241750007	35.03775	24.984126984126984	RCN3
ENSG00000142556	0.5821162786025825	7.501720883792569	5.198659908894819	0.2247386906662124	1.6277435	24.873015873015877	ZNF614
ENSG00000142583	0.6670446756729137	7.278456237423621	3.5788848212076148	0.2355555787766881	11.334082	24.936507936507937	SLC2A5
ENSG00000142599	0.8424163928354182	7.924334407447932	1.4936015966116751	0.3977438164040377	111.27899	25.0	RERE
ENSG00000142606	0.5426667878870136	6.978045687681349	5.94139774629083	0.2273943913946797	3.4132564	24.55555555555556	MMEL1
ENSG00000142609	0.2662427732702352	4.299444635753789	12.0329791858406	0.2011853303785599	5.0264893	20.33333333333333	CFAP74
ENSG00000142611	0.5897305261366516	7.237198741904717	5.086967531050381	0.2314896675039199	5.6882763	24.444444444444443	PRDM16
ENSG00000142615	0.2796324045176694	4.706477782030711	12.13083072379676	0.1956458913108792	108.319824	15.063492063492063	CELA2A
ENSG00000142619	0.082897068201648	2.00320497530502	22.35106009935175	0.1838120387746064	1.5012263	9.34920634920635	PADI3
ENSG00000142621	0.3926472952164744	5.823692211169988	8.846673741880323	0.21383635965034	4.340741	23.88888888888889	FHAD1
ENSG00000142623	0.1259775410391455	2.608512632411522	18.53584420375252	0.1924283194909826	5.728455	16.634920634920636	PADI1
ENSG00000142627	0.8003663526595365	8.066549546120292	1.9916104571190585	0.3223731311732914	53.102093	24.96825396825397	EPHA2
ENSG00000142632	0.7819951600150854	8.16139176158497	2.249118223588608	0.2954535260745049	25.655033	25.0	ARHGEF19
ENSG00000142634	0.792923249977513	7.678162030658403	2.001753489861693	0.3153338994100708	35.781208	25.0	EFHD2
ENSG00000142655	0.8062320655397919	7.732995154874503	1.8447398905447427	0.3075390594874151	22.884192	25.0	PEX14
ENSG00000142657	0.8557350325935859	8.325144600888976	1.4159014849868905	0.408697543108476	145.49019	25.0	PGD
ENSG00000142661	0.4966167829080091	6.537833093346989	6.746686932828937	0.2206594497342132	22.11478	24.20634920634921	MYOM3
ENSG00000142669	0.8393021917301491	7.545750338647056	1.4792638943365866	0.3741662068869802	83.11188	25.0	SH3BGRL3
ENSG00000142675	0.7881040961570729	7.979225761586011	2.20542948027515	0.3035775805478933	35.487812	25.0	CNKSR1
