	BayesTS	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene_symbol
ENSG00000152749	0.5073894909863416	6.864295378998107	6.753158779236776	0.4986337545480083	3.8437858	14.959183673469388	1.7191011235955056	GPR180
ENSG00000108984	0.2465003996843519	4.015713483083041	12.388788075860418	0.5032061247153896	2.6063688	4.8979591836734695	1.696629213483146	MAP2K6
ENSG00000111832	0.8070868053548622	9.932858106608132	2.3528632160451792	0.5179009265176205	19.033916	24.51020408163265	1.1123595505617978	RWDD1
ENSG00000099889	0.5725402843803775	8.192415977161014	6.169413062851	0.5033661213948694	24.583069	24.020408163265305	2.4719101123595504	ARVCF
ENSG00000169752	0.1051895907682785	2.171554061065907	18.143028229308708	0.482976075153458	2.009658	3.5510204081632653	3.0	NRG4
ENSG00000105245	0.6033078918063391	8.75612489040394	5.814297707574805	0.507481155029926	35.246452	24.51020408163265	2.595505617977528	NUMBL
ENSG00000144935	0.7999514886168914	9.106313309516542	2.2741225587379508	0.5104409883540287	11.109923	20.306122448979597	1.0224719101123596	TRPC1
ENSG00000184220	0.5352200628456899	7.687671217068525	6.706474119498224	0.502016062730646	5.93858	19.836734693877556	2.213483146067416	CMSS1
ENSG00000013588	0.3646151743006355	5.558380774191683	9.705995148788986	0.4966962797293445	17.834366	12.83673469387755	2.561797752808989	GPRC5A
ENSG00000239961	0.0666048145779485	1.6316362323341704	23.0287358968037	0.5002335379941413	1.1871171	1.9387755102040816	2.7752808988764044	LILRA4
ENSG00000147003	0.0752899682893146	1.745526244674814	20.64228369176309	0.4942358216382519	3.1656613	2.4489795918367347	2.9775280898876404	CLTRN
ENSG00000125779	0.6364170930007264	8.545660386526485	4.969212235419228	0.496047897742	8.995837	22.877551020408163	1.8314606741573036	PANK2
ENSG00000171823	0.652981260806536	8.604956608165384	4.594148763915365	0.495863515975662	10.297334	23.081632653061224	1.752808988764045	FBXL14
ENSG00000183696	0.5704150592785793	8.458297293597191	6.322690192456669	0.4972458139762453	31.960085	24.632653061224488	2.865168539325843	UPP1
ENSG00000105613	0.2351701038742661	3.909187628487864	12.780033710527563	0.4960283379198467	15.47036	8.244897959183673	2.842696629213483	MAST1
ENSG00000140479	0.3472488747772305	5.290983690833806	9.90425788662337	0.4865585839852027	4.631617	8.693877551020408	1.853932584269663	PCSK6
ENSG00000105393	0.7164771784319672	10.312963307099649	4.070869281409262	0.4978506051690348	62.7861	25.0	1.6179775280898876	BABAM1
ENSG00000167112	0.6682856309280825	9.06026658010828	4.44307213022011	0.4966676191524212	10.500524	24.26530612244898	1.7191011235955056	TRUB2
ENSG00000005483	0.5651415485123272	8.642504631375887	6.493061691719295	0.5037696515060684	28.33802	24.897959183673468	2.9775280898876404	KMT2E
ENSG00000176697	0.0891896206753944	2.11971801819743	20.52729973536096	0.4967795566509436	1.0081992	2.2448979591836733	2.696629213483146	BDNF
ENSG00000133193	0.6103907800025415	8.67457474523871	5.518543411259025	0.5037064243250425	17.582159	24.428571428571427	2.292134831460674	VCF1
ENSG00000151445	0.6084118109788306	8.66954556722785	5.526014941507865	0.5054878941473356	16.871418	24.6734693877551	2.3146067415730336	VIPAS39
ENSG00000162881	0.6104332538176996	7.123499992066679	4.540546117017199	0.518493755166023	6.069947	13.081632653061224	1.0561797752808988	OXER1
ENSG00000147687	0.6714193416217445	9.116840309766443	4.380488195979454	0.4997892652315535	14.141754	24.06122448979592	1.7078651685393258	TATDN1
ENSG00000168887	0.6036597790610421	8.362242889403907	5.498185174091857	0.4929992899673434	15.247996	23.857142857142858	2.359550561797753	C2orf68
ENSG00000141456	0.8604446533840256	11.239381155131005	1.795533072034727	0.4866412517057156	28.423103	24.857142857142858	0.5056179775280899	PELP1
ENSG00000163590	0.5068638444652703	7.570151511131162	7.453761449046791	0.4867652269326005	7.0490685	18.40816326530612	2.449438202247191	PPM1L
ENSG00000175556	0.2668451056159457	4.344271248033931	12.006627885960825	0.5028287564192162	2.7012322	7.73469387755102	2.359550561797753	LONRF3
ENSG00000114450	0.6655651941249507	8.632783668736776	4.359732156514557	0.5016751007720213	11.130432	20.448979591836736	1.3707865168539326	GNB4
ENSG00000126062	0.7333681304771854	10.221961165103558	3.725819754021666	0.5019911865766131	38.917686	25.0	1.6629213483146068	TMEM115
ENSG00000145283	0.1707376752690866	3.0365527651861384	14.933252071422764	0.4931432989690358	2.6318212	4.551020408163265	2.707865168539326	SLC10A6
ENSG00000136152	0.7631903469158514	9.490795023442052	2.977406154711061	0.5078565800270909	14.799579	23.959183673469383	1.0	COG3
ENSG00000170677	0.5962606766039471	8.433312234760262	5.5627940504513225	0.497200455702168	8.519401	22.489795918367346	1.9101123595505616	SOCS6
ENSG00000198873	0.5974639707338422	8.755769023195215	5.796302408214831	0.5034478452698671	38.80159	24.755102040816325	2.213483146067416	GRK5
ENSG00000169018	0.7332035284200922	9.76114751625338	3.4907183541498177	0.5026616026287444	24.067028	24.571428571428573	1.6292134831460674	FEM1B
ENSG00000109956	0.2968434331218735	4.573203235503915	10.853558617410268	0.4975892343499705	16.661203	8.877551020408163	2.337078651685393	B3GAT1
ENSG00000021461	0.0340655868295627	0.9333587529992862	26.693178604507427	0.506453233571912	0.4909822	0.7346938775510204	2.943820224719101	CYP3A43
ENSG00000118729	0.3774097817498445	5.827759267715125	9.71852587274794	0.508800929337028	45.21475	14.06122448979592	2.943820224719101	CASQ2
ENSG00000154813	0.5914811258389363	8.927311624921652	6.365215822369513	0.5036023187665852	14.391994	24.53061224489796	2.606741573033708	DPH3
ENSG00000164855	0.2475948710777614	3.983399935430717	12.279701644164954	0.4953990534240923	9.480534	8.061224489795919	2.752808988764045	TMEM184A
ENSG00000145741	0.854615996873826	12.011423418258524	2.071862031595927	0.4988676456246216	489.13568	25.0	0.9438202247191012	BTF3
ENSG00000248483	0.023301926168641	0.6791124501981	26.75243809083818	0.5003248235277701	0.1665138	0.4285714285714285	2.943820224719101	POU5F2
ENSG00000198948	0.3394252748608774	5.337515630901677	10.410833987976442	0.5013339340720262	5.7364893	12.387755102040815	2.6741573033707864	MFAP3L
ENSG00000125398	0.5742557340252153	7.783040508092955	5.750555398658503	0.509325586151779	21.754946	18.387755102040817	1.7303370786516854	SOX9
ENSG00000206107	0.0740141219723476	1.8757464490593392	23.45480111809714	0.4948547430051612	0.0029918652	0.0	1.6853932584269662	KRTAP27-1
ENSG00000213281	0.5988659514087722	8.529555061831585	5.661134456169166	0.5156080925139362	14.118565	24.46938775510204	2.303370786516854	NRAS
ENSG00000120708	0.5121427485880181	7.739718563297057	7.0331939028545305	0.506277668451905	69.93362	20.632653061224488	3.0	TGFBI
ENSG00000000971	0.5657757631550393	8.489511898567788	6.50720969006669	0.5072053834769565	74.42101	23.244897959183675	2.932584269662921	CFH
ENSG00000243063	0.0560420483414818	1.4973760018849986	24.720780866575616	0.5024405955427763	1.9142376	2.816326530612245	3.0	IGKV3-7
ENSG00000146670	0.2246161036505527	3.86691556331106	13.333915266165937	0.5013115500119854	3.0286164	4.163265306122449	2.0	CDCA5
ENSG00000150681	0.2677372566133137	4.315439616751919	11.940195877134643	0.499743074462631	2.2584007	2.2857142857142856	1.2247191011235956	RGS18
ENSG00000158769	0.6667510628667251	9.036952474864346	4.561749445206872	0.5103125215039229	35.28186	23.612244897959183	1.8876404494382024	F11R
ENSG00000146426	0.359834727435078	5.252580889851306	9.53601516374258	0.5002777484444207	2.0340965	4.204081632653061	1.1573033707865168	TIAM2
ENSG00000187479	0.7406741059165058	10.39806215847901	3.5904897674677274	0.4956979529996177	221.597	24.46938775510204	1.4269662921348314	C11orf96
ENSG00000227500	0.7658674279852227	10.691964530050283	3.176280236579001	0.5051759396759052	40.77376	25.0	1.303370786516854	SCAMP4
ENSG00000156968	0.5012168265824192	6.828321235591805	6.738512174153775	0.4995679308020677	3.6860251	13.306122448979592	1.4719101123595506	MPV17L
ENSG00000267508	0.2402336924285426	4.102378175194711	12.957188950104369	0.5028834882164631	1.7141598	3.163265306122449	1.4831460674157304	ZNF285
ENSG00000132938	0.3352234032298529	5.065717500043308	10.03118263381729	0.5037055850790211	3.1636672	7.285714285714286	1.5280898876404494	MTUS2
ENSG00000164168	0.8641355220106038	10.010364985933371	1.5957112483329683	0.4948697803261802	13.562023	24.20408163265306	0.4269662921348314	TMEM184C
ENSG00000170745	0.5348016104610797	7.289029602662156	6.262222323132295	0.5007591580188819	7.4248796	16.46938775510204	1.696629213483146	KCNS3
ENSG00000167759	0.1012847422013162	2.1698881998470148	19.43829929176576	0.5033496557072118	18.651812	2.938775510204082	2.764044943820225	KLK13
ENSG00000167595	0.5699125816807126	7.625732667319718	5.5470569337971245	0.5113166106374794	6.797008	17.387755102040817	1.5617977528089888	PROSER3
ENSG00000103343	0.6288886260389177	8.277586347001701	4.789133181136105	0.4938697940346391	8.412038	22.387755102040817	1.6404494382022472	ZNF174
ENSG00000177352	0.623396752720523	8.707136968796137	5.085171988913198	0.4950607463817891	16.508053	24.040816326530614	2.101123595505618	CCDC71
ENSG00000102309	0.7391060415639882	9.368347995405848	3.382365079276348	0.5071178777097277	7.761315	23.367346938775512	1.2134831460674158	PIN4
ENSG00000156689	0.1078329234885705	2.272865036183335	19.43701460997525	0.4944132359107127	1.3027725	1.346938775510204	2.258426966292135	GLYATL2
ENSG00000144134	0.5287709574395374	7.954215499447395	7.217429544614261	0.5018911982344986	12.363576	22.285714285714285	2.764044943820225	RABL2A
ENSG00000166347	0.5949664281552087	8.774767495414212	5.881696670403608	0.4883731725398331	32.474995	24.22448979591837	2.741573033707865	CYB5A
ENSG00000164209	0.5926267421955003	8.676338511680349	5.834552601383777	0.4949872103247243	14.626517	24.163265306122447	2.3146067415730336	SLC25A46
ENSG00000130159	0.7679651195042518	10.793008636537396	3.2519103238031817	0.486561891067194	40.477375	25.0	1.449438202247191	ECSIT
ENSG00000175215	0.7380388144068589	10.405585666895211	3.8035229646353184	0.5035502038327089	117.11846	25.0	1.820224719101124	CTDSP2
ENSG00000181856	0.3995670116650034	6.150609849067942	9.365731650570227	0.5018882221129157	19.95573	14.489795918367347	2.9101123595505616	SLC2A4
ENSG00000088448	0.8644013887363348	11.40079619386545	1.758877123220728	0.4971110050521279	61.385147	25.0	0.8314606741573034	ANKRD10
ENSG00000162512	0.6996496040062018	9.497699662955505	4.129154122208235	0.4994594560434913	46.84891	23.857142857142858	1.696629213483146	SDC3
ENSG00000047315	0.753560998760231	10.078004799928738	3.293223743172164	0.4869729570721433	42.621685	24.918367346938776	1.4157303370786516	POLR2B
ENSG00000081692	0.6321734716483738	8.718753560939541	5.164966779483154	0.5100130778940791	12.33232	24.3265306122449	2.033707865168539	JMJD4
ENSG00000185803	0.6328616891997588	9.067098172578556	5.304355547036586	0.505128653804508	28.096676	24.897959183673468	2.2808988764044944	SLC52A2
ENSG00000106785	0.6556957351622259	8.324865026572029	4.5121513513290425	0.4954744463950428	9.756848	19.959183673469383	1.6067415730337078	TRIM14
ENSG00000204472	0.583838628153221	8.67597044793871	6.141261851502519	0.4984398526479233	42.770786	23.12244897959184	2.5280898876404496	AIF1
ENSG00000111358	0.6963675601770455	8.977922889953154	3.9427197445673343	0.4855408914763284	12.080588	23.79591836734694	1.4831460674157304	GTF2H3
ENSG00000138821	0.5846334544485033	7.735325088170735	5.510325992676584	0.4988327071208757	9.069325	17.6734693877551	1.595505617977528	SLC39A8
ENSG00000157873	0.6647150255928183	9.623805413362504	4.767550819494192	0.5030784576067926	71.31898	24.897959183673468	2.02247191011236	TNFRSF14
ENSG00000164162	0.6158420831147823	8.451522461953088	5.190983575205345	0.5011611023398226	5.8815136	21.06122448979592	1.9438202247191008	ANAPC10
ENSG00000177558	0.0239467750081205	0.6975105770136867	27.998941308963868	0.5071752211629152	3.1558156	0.5510204081632653	2.9775280898876404	FAM187B
ENSG00000243927	0.8347473665829537	11.030572858142571	2.2699979627061686	0.5012592176936035	43.344715	24.918367346938776	1.0	MRPS6
ENSG00000135272	0.7657444932161882	8.405236834441851	2.538014473174184	0.4976375608730772	12.224597	18.571428571428573	0.8876404494382022	MDFIC
ENSG00000221890	0.5072532790084578	7.591512642398819	7.411997992264608	0.4994104871181433	31.098839	20.571428571428573	2.943820224719101	NPTXR
ENSG00000183347	0.0442002133851186	1.1433595998088786	24.95544491050388	0.488299010387144	13.951734	1.183673469387755	2.9213483146067416	GBP6
ENSG00000132361	0.644363569209738	9.328365956024491	5.019604062413521	0.5035138851031206	44.29127	24.877551020408163	2.404494382022472	CLUH
ENSG00000104611	0.4468918847855068	6.273652192708913	7.978965483862733	0.5076600936939486	6.404747	12.653061224489797	1.898876404494382	SH2D4A
ENSG00000087053	0.5736070591788439	8.253451565814432	6.116344683469426	0.5067082590599961	13.211247	23.22448979591837	2.561797752808989	MTMR2
ENSG00000186417	0.3184098424426322	5.0466294016333535	10.981864043114784	0.5005613332601779	7.7426414	11.306122448979592	2.9213483146067416	GLDN
ENSG00000119318	0.8707226771495251	11.153563419423962	1.744426800535589	0.4919019818552516	60.65779	25.0	0.6966292134831461	RAD23B
ENSG00000125247	0.6221937607914725	8.931254318328467	5.368734201748472	0.4991231936053648	8.8106575	22.97959183673469	2.067415730337079	TMTC4
ENSG00000102981	0.6536570984757961	8.768793601024905	4.571306497425629	0.5065000996760882	18.557993	22.20408163265306	1.5842696629213484	PARD6A
ENSG00000105281	0.5763675669969964	8.251768778952629	5.817735172635161	0.4987191985974556	47.852093	19.6530612244898	1.9438202247191008	SLC1A5
ENSG00000182264	0.0618757467802973	1.4419403934879256	22.9853805308912	0.5067282187579722	1.9192421	1.5510204081632653	2.9213483146067416	IZUMO1
ENSG00000234745	0.7882822379193316	12.158881930487272	3.2850162774957514	0.4947294996761119	1368.3643	25.0	1.5056179775280898	HLA-B
ENSG00000214050	0.3652391525420095	5.330153106544725	9.390993522338338	0.4930246781709486	3.1820927	7.408163265306122	1.2359550561797752	FBXO16
ENSG00000006740	0.5225732256498871	7.5165823403428735	6.906711344339898	0.4939179842673431	11.625883	19.40816326530612	2.292134831460674	ARHGAP44
ENSG00000100028	0.8084507085113526	11.590622412496703	2.876356926148897	0.5078291601886149	59.380077	25.0	1.303370786516854	SNRPD3
ENSG00000115648	0.4406408912377983	6.388067866059921	8.036831394102933	0.4881994973705231	20.008307	13.285714285714286	1.8764044943820224	MLPH
ENSG00000141179	0.8085154154400835	9.434385478124252	2.2647013858348783	0.4995079854258378	11.218667	22.93877551020408	1.0561797752808988	PCTP
ENSG00000181523	0.6396760691624619	9.154661897682317	5.098982962438007	0.5009908447286692	26.204082	24.244897959183675	2.134831460674157	SGSH
ENSG00000133027	0.6878774963640691	9.401611291363208	4.353261208772111	0.4947335687908568	26.995556	24.775510204081638	1.8876404494382024	PEMT
ENSG00000169093	0.8391028270186812	10.484616673049354	2.089971659025557	0.5017203726202746	23.246939	24.877551020408163	1.0	ASMTL
ENSG00000114354	0.6959714055015148	9.938984029064915	4.206637387830106	0.493854442990857	36.773064	24.97959183673469	1.808988764044944	TFG
ENSG00000106682	0.8870001551301747	12.949446789526336	1.687207980436024	0.4979618251625011	189.06708	25.0	0.9550561797752808	EIF4H
ENSG00000124713	0.2457007496108982	4.162361334034989	12.907362969229723	0.5017897504552528	19.57538	8.959183673469388	2.8764044943820224	GNMT
ENSG00000135390	0.7113876490432742	10.287517910689427	4.117357654483863	0.4984059455731882	143.75476	25.0	1.8764044943820224	ATP5MC2
ENSG00000166825	0.4466185508983866	6.633451485823349	8.257542871141892	0.5037887752153956	55.82254	16.102040816326532	2.6853932584269664	ANPEP
ENSG00000180785	0.1047073526919003	2.4094070647493484	20.02591190396589	0.5066319646708395	0.88485974	1.2857142857142858	2.101123595505618	OR51E1
ENSG00000204071	0.275458169019229	4.420959760869947	11.635629720610758	0.4972331815666974	20.865786	10.26530612244898	2.898876404494382	TCEAL6
ENSG00000134343	0.1349422199194312	2.604094991301532	17.014241317510827	0.4975030132045447	4.6575184	3.591836734693877	2.50561797752809	ANO3
ENSG00000136867	0.2187858480565785	3.7246179342773535	13.690385906936331	0.4891841289665452	3.2453427	7.224489795918367	2.1797752808988764	SLC31A2
ENSG00000184281	0.6586724577738564	9.367424712581832	4.858243580780004	0.5032277936473805	27.597319	24.97959183673469	2.067415730337079	TSSC4
ENSG00000178531	0.6620155157246178	8.538907182699884	4.328710499995714	0.4867519769359449	109.42255	18.97959183673469	1.5280898876404494	CTXN1
ENSG00000189308	0.479518120667339	6.9509684302733	7.517408218998759	0.5031653523946649	3.8718102	16.897959183673468	2.044943820224719	LIN54
ENSG00000184349	0.5267773848126217	7.155792865250173	6.380783160328556	0.5061745235568842	6.1922174	15.63265306122449	1.6404494382022472	EFNA5
ENSG00000167748	0.1524863607310942	2.8894219555953597	16.260257313994664	0.4963541304532704	28.1361	4.959183673469388	2.741573033707865	KLK1
ENSG00000102100	0.7226487089200327	9.3448765741159	3.5436504310329	0.4945417932385636	10.215931	23.489795918367346	1.2808988764044944	SLC35A2
ENSG00000118096	0.6172832828040942	8.746892767986921	5.466319005940321	0.5005064332831747	19.16059	24.346938775510203	2.359550561797753	IFT46
ENSG00000171724	0.3770901138159245	5.704176720238524	9.379627061300438	0.5008958945547455	22.601871	12.489795918367347	2.49438202247191	VAT1L
ENSG00000198300	0.718169992983624	8.667588633537983	3.451469976161784	0.4998855124879034	29.780767	18.306122448979597	1.0337078651685394	PEG3
ENSG00000144591	0.616871499505409	8.883231376383394	5.360094425190212	0.5063561352537399	29.12248	24.897959183673468	2.595505617977528	GMPPA
ENSG00000197779	0.3165599570887424	4.939465938884889	10.781433567386488	0.5027585900573956	1.8530377	3.857142857142857	1.0224719101123596	ZNF81
ENSG00000147649	0.7898732202329535	10.664430099826571	2.8946863318062404	0.4849618939335468	30.619389	24.857142857142858	0.9662921348314608	MTDH
ENSG00000197323	0.7110931121949727	9.248828300330803	3.775287782968355	0.511416166509249	13.563612	24.040816326530614	1.4943820224719102	TRIM33
ENSG00000134440	0.7777896248257364	10.253483866919783	2.95165813431114	0.5020351339118754	76.85829	25.0	1.404494382022472	NARS1
ENSG00000198848	0.4631601384416328	6.827876452282771	7.877285581796491	0.5034674226025646	37.53932	16.755102040816325	2.550561797752809	CES1
ENSG00000180992	0.7379634688283371	10.041917999282855	3.610663165994493	0.508731911311874	42.314594	25.0	1.550561797752809	MRPL14
ENSG00000170477	0.218670486199362	3.959938036910045	13.96716454786882	0.4913803340393438	583.6623	7.877551020408164	2.7752808988764044	KRT4
ENSG00000089101	0.0686840598561281	1.5388646169245233	21.636288496786147	0.5033095982992288	1.0210769	1.836734693877551	2.842696629213483	CFAP61
ENSG00000136518	0.7965504089358864	10.569735886171186	2.608180656758388	0.5084143202965108	21.767815	24.285714285714285	0.7640449438202247	ACTL6A
ENSG00000074582	0.7604425841703664	10.310620188570033	3.251479342979363	0.4851936798264119	27.55228	24.836734693877556	1.3595505617977528	BCS1L
ENSG00000198742	0.6937320696102813	9.329084591889426	4.117874353460049	0.4992653924879603	21.379526	24.428571428571427	1.808988764044944	SMURF1
ENSG00000224041	0.0719422308782005	1.772492102570896	23.115119237150925	0.5045216408474958	2.4473333	3.163265306122449	3.0	IGKV3D-15
ENSG00000134982	0.6494529272249658	9.032205999629149	4.782855661412323	0.5054206899302462	11.813493	22.693877551020407	1.8651685393258424	APC
ENSG00000162885	0.5628713057243634	7.236649874435411	5.583975958604269	0.4963826497226506	4.308265	14.571428571428571	1.4606741573033708	B3GALNT2
ENSG00000176485	0.7221221948368126	9.9456750651071	3.8835363339336624	0.5036011525090728	52.753956	24.46938775510204	1.6853932584269662	PLAAT3
ENSG00000099194	0.8126919509090735	10.731227501685389	2.4311728145499467	0.5022601879643811	199.55066	23.571428571428573	0.8314606741573034	SCD
ENSG00000158955	0.0144519692740407	0.3939905859178989	28.45389802744841	0.4957288639478118	0.28983796	0.1020408163265306	3.0	WNT9B
ENSG00000243466	0.2617350817541449	4.3979126610334935	12.332118764356366	0.5070167722762596	92.14922	10.244897959183673	3.0	IGKV1-5
ENSG00000153162	0.3918535842737958	6.059761224748533	9.489211232512831	0.494610543975839	7.4746175	15.755102040816327	3.0	BMP6
ENSG00000013297	0.4344400017695706	6.564367578367964	8.7436962946174	0.4944878942863132	20.851198	16.816326530612244	2.831460674157303	CLDN11
ENSG00000048707	0.5463517759845788	8.212584573780369	6.836378538156453	0.4982637343608322	13.88426	23.775510204081638	2.966292134831461	VPS13D
ENSG00000112210	0.7441260577423195	8.797510239153533	3.02118862447628	0.4974934698827964	17.688517	19.59183673469388	1.0224719101123596	RAB23
ENSG00000169508	0.5758621237340291	7.928071604239195	5.709584821484513	0.5100233780713318	14.258056	16.79591836734694	1.5393258426966292	GPR183
ENSG00000101574	0.6256888554411216	8.24983885881681	4.94978874315226	0.4978089431963219	5.9230947	19.6734693877551	1.6067415730337078	METTL4
ENSG00000196670	0.5587398200256821	8.322735114681725	6.536021259791152	0.496541466192337	13.258248	23.836734693877556	2.8764044943820224	ZFP62
ENSG00000175768	0.6691189479591686	9.08253912381778	4.545718278015019	0.4981856816080737	19.449224	24.448979591836736	1.9325842696629212	TOMM5
ENSG00000126775	0.8591844317768494	10.576635287146594	1.6980607743302123	0.5029929530456947	16.679003	24.40816326530612	1.1685393258426966	ATG14
ENSG00000146833	0.7967249695937881	10.085735496941842	2.6202923723316487	0.4933713298288435	18.145111	24.081632653061224	1.0	TRIM4
ENSG00000014164	0.5852164053156111	8.645973427001302	6.046024074802493	0.4970669190975045	19.741388	24.551020408163264	2.415730337078652	ZC3H3
ENSG00000083099	0.5245801354783762	7.974793684577675	7.097222345330567	0.4890042938256863	8.607712	23.40816326530612	2.943820224719101	LYRM2
ENSG00000152348	0.3997244793639479	5.873771668527566	8.576613961447723	0.5078453648471026	2.579835	8.346938775510203	1.5393258426966292	ATG10
ENSG00000136824	0.5222888710224841	7.410053300771515	6.762169967023556	0.4987043418784991	4.711521	17.306122448979593	1.9662921348314608	SMC2
ENSG00000196150	0.5697299596482823	7.0175925150098895	5.277121849501266	0.4992147017193383	4.0528226	14.122448979591836	0.9438202247191012	ZNF250
ENSG00000092148	0.6343428383735237	9.29323998037604	5.293299504946393	0.4957928676388638	31.718693	24.714285714285715	2.0	HECTD1
ENSG00000091622	0.429157440305468	6.505819238316924	8.701525130340881	0.4937699590167753	17.391722	16.693877551020407	2.955056179775281	PITPNM3
ENSG00000168334	0.0742319553510161	1.6099803086079751	21.479158045501904	0.4984618178843629	13.071565	2.142857142857143	2.955056179775281	XIRP1
ENSG00000147403	0.8707380454370955	13.32263345950082	2.010257181487597	0.4967683356323788	1744.2559	25.0	0.9550561797752808	RPL10
ENSG00000176396	0.7222840646758677	9.78790447609233	3.862097107072736	0.5059285037673508	16.595812	24.448979591836736	1.4719101123595506	EID2
ENSG00000107719	0.6982871612685831	9.224918266700085	4.021935082051343	0.5016067434999906	13.615112	22.93877551020408	1.4719101123595506	PALD1
ENSG00000153233	0.117209969115917	2.5091221148497214	19.248345418473058	0.5110080655232404	1.9957093	3.959183673469388	2.561797752808989	PTPRR
ENSG00000179593	0.2697878289374663	4.362941925138926	11.72218905271971	0.5012599755439711	11.962545	9.081632653061224	2.640449438202247	ALOX15B
ENSG00000108375	0.4908487081348237	6.046835138329588	6.178759064190895	0.5009151222541035	3.989082	8.857142857142858	0.3707865168539326	RNF43
ENSG00000063978	0.6569554447188277	9.101276739551452	4.620104318376553	0.501334191563007	21.494682	24.775510204081638	2.101123595505618	RNF4
ENSG00000149599	0.2868865755234884	4.601891452976975	11.780250065413014	0.5048648306959594	7.6054983	10.63265306122449	2.932584269662921	DUSP15
ENSG00000162614	0.5460360273912929	7.526870849303132	6.169692604693894	0.4949366552580465	51.329952	17.06122448979592	1.898876404494382	NEXN
ENSG00000133884	0.7021817605871128	9.608072915184596	3.995045671089883	0.4986076987935183	41.873123	25.0	1.5280898876404494	DPF2
ENSG00000159885	0.4209353281508321	6.422043386180504	9.042080326241509	0.5133751588943594	4.1271234	15.020408163265309	2.550561797752809	ZNF222
ENSG00000101882	0.712144477219122	8.866028325911698	3.6369800146986506	0.4960425735025913	4.921691	19.79591836734694	1.2134831460674158	NKAP
ENSG00000198642	0.5868720928008823	8.205818424596613	5.762217037325097	0.4971351941436453	12.811636	23.93877551020408	2.404494382022472	KLHL9
ENSG00000110042	0.5692459648347273	7.984108617718625	6.153662999725866	0.5031661103277331	16.628035	21.73469387755102	2.3146067415730336	DTX4
ENSG00000213185	0.1739620348546497	3.3201744488823994	15.50069347628575	0.496211055260896	2.2195125	5.877551020408164	2.898876404494382	FAM24B
ENSG00000145284	0.6177831089787976	8.68170409400589	5.443934732761739	0.5019267295125296	63.267643	21.79591836734694	2.168539325842697	SCD5
ENSG00000103047	0.6058895799312637	8.125806930149276	5.3236024261812425	0.4978644729475537	5.775812	19.51020408163265	1.7752808988764044	TANGO6
ENSG00000141934	0.5320466875715133	7.540674371072688	6.802543941110772	0.4927909219120763	19.830881	18.959183673469383	2.337078651685393	PLPP2
ENSG00000167965	0.8568873332201401	10.569521524243465	1.851699529239136	0.4944971078709888	27.924524	24.918367346938776	1.1910112359550562	MLST8
ENSG00000170265	0.8169579953932239	10.216340154385913	2.3128970457875155	0.4894788234015071	19.402624	24.571428571428573	0.9550561797752808	ZNF282
ENSG00000125449	0.6260000092437056	8.73867148726098	5.203751780800168	0.5060480292918472	10.106098	23.020408163265305	1.8651685393258424	ARMC7
ENSG00000204923	0.0524734705267103	1.2938924229873665	23.52047112739888	0.5127723611692997	1.343193	0.8979591836734694	2.865168539325843	FBXO48
ENSG00000106993	0.6516211686674251	9.045837175090409	4.940590611262502	0.4949943350293184	16.661036	24.20408163265306	2.067415730337079	CDC37L1
ENSG00000184811	0.208296586300254	3.6631044922045577	13.624125421311836	0.4989979767516477	12.170961	4.346938775510204	1.9101123595505616	TRARG1
ENSG00000196976	0.840602134813608	11.26414743016246	2.078227148363766	0.510311098142982	28.809189	24.93877551020408	0.9775280898876404	LAGE3
ENSG00000198001	0.7105908720156598	8.83526759375946	3.547833170124455	0.4901370491769017	10.834524	21.10204081632653	1.2584269662921348	IRAK4
ENSG00000142798	0.4834232736168725	7.1273384353476725	7.567233169457285	0.4964534574405062	64.032524	18.428571428571427	2.550561797752809	HSPG2
ENSG00000198959	0.6245728560331033	9.11060124767951	5.53050400661564	0.4923770551985449	280.1116	24.367346938775512	2.5730337078651684	TGM2
ENSG00000153283	0.0886154098564827	1.9206298210678088	20.17812362632998	0.4961854050416255	1.6123612	2.979591836734694	2.932584269662921	CD96
ENSG00000087301	0.7955420777143077	8.964699476127208	2.2255776312473765	0.4893750772036279	7.1080995	20.0	0.5730337078651685	TXNDC16
ENSG00000115993	0.7038148455378543	9.863301153892188	4.148460584345179	0.5002081391227048	30.706675	24.897959183673468	1.5280898876404494	TRAK2
ENSG00000229314	0.1368837519930771	2.6844333681283006	16.59191399677119	0.4918709573224338	228.1721	4.73469387755102	2.831460674157303	ORM1
ENSG00000115216	0.800383593243623	10.839497889782187	2.66877168930612	0.5124030851456458	67.94305	25.0	1.3258426966292134	NRBP1
ENSG00000074842	0.6656521460995826	9.612576662811746	4.752438790624981	0.5065131848839929	81.5966	25.0	2.191011235955056	MYDGF
ENSG00000077254	0.7496097255723391	10.049990331931332	3.4044079077197127	0.506604486185855	29.542927	24.816326530612244	1.4943820224719102	USP33
ENSG00000102606	0.6914280447139638	9.410793671623075	4.290341045002459	0.4908934325684987	25.062658	24.857142857142858	1.6404494382022472	ARHGEF7
ENSG00000165061	0.1196516666773501	2.48817381898546	17.967818166624042	0.4930791450005917	2.125343	3.979591836734694	2.797752808988764	ZMAT4
ENSG00000164283	0.0755111064690185	1.8778317779862357	22.48436179485084	0.49870586779089	1.7372696	2.857142857142857	2.9887640449438204	ESM1
